target,var1,var2,var3,var4,var5,var6,var7
0,500.700,612.752,Saint Lucia,,360.950,no,2019-05-19 11:16:59
0,381.500,665.740,Cambodia,,417.450,no,2019-06-03 17:32:47
1,414.360,297.278,Somalia,,422.250,yes,2019-07-13 04:10:53
0,396.480,573.304,Lesotho,,449.000,yes,2019-02-02 04:57:50
1,343.080,139.965,El Salvador,,342.900,no,2019-07-06 12:04:29
1,319.200,256.039,Spain,,411.900,yes,2019-07-18 01:36:37
0,416.460,631.153,Bouvet Island (Bouvetoya),,429.300,yes,2019-05-23 02:15:04
0,470.700,547.748,Kyrgyz Republic,,384.350,no,2019-05-29 21:17:10
1,298.400,396.160,Turks and Caicos Islands,,263.400,no,2019-07-16 05:56:42
0,380.340,510.495,Timor-Leste,,327.650,no,2019-06-20 02:25:12
0,425.580,632.749,Papua New Guinea,,388.250,yes,2019-02-04 13:30:32
0,492.120,621.098,Portugal,,378.550,yes,2019-03-11 10:01:23
0,435.580,732.071,Rwanda,,373.100,yes,2019-04-04 08:19:54
1,331.040,559.937,El Salvador,,179.900,no,2019-03-10 23:26:54
0,437.600,504.395,Cook Islands,,444.450,no,2019-07-17 18:55:38
0,458.440,654.619,Seychelles,,409.900,yes,2019-04-15 11:51:14
0,392.340,778.717,Cyprus,,334.150,no,2019-02-28 23:10:32
1,260.800,566.817,Moldova,,214.700,no,2019-04-12 12:35:39
1,250.900,623.184,Kenya,,337.800,yes,2019-04-25 21:15:39
0,459.980,704.956,Somalia,,369.450,no,2019-06-26 17:25:55
0,403.160,613.895,Luxembourg,,421.850,yes,2019-04-12 03:26:39
0,468.460,557.644,Sudan,,399.150,no,2019-05-18 19:33:51
0,500.220,517.726,Vanuatu,,392.900,no,2019-04-16 10:36:49
0,443.960,577.375,Reunion,,435.450,no,2019-04-21 16:10:50
0,428.840,639.764,Puerto Rico,,381.200,yes,2019-06-07 01:29:06
0,432.480,673.014,Luxembourg,,366.350,no,2019-05-22 15:17:25
0,398.860,603.096,Rwanda,,360.200,yes,2019-02-10 06:52:07
1,417.160,713.846,Lebanon,,364.850,no,2019-02-11 21:49:00
0,445.540,626.696,Ukraine,,413.400,no,2019-06-20 09:35:02
1,240.500,491.585,Guernsey,,298.500,yes,2019-05-10 14:12:31
1,292.260,596.108,Guernsey,,199.800,no,2019-04-15 06:08:35
1,395.320,771.436,Samoa,,299.800,yes,2019-01-14 08:27:04
0,499.980,589.966,Ireland,,258.250,yes,2019-05-25 10:39:28
0,453.480,597.616,Norway,,299.950,no,2019-05-19 14:30:17
1,319.540,439.745,American Samoa,,177.450,yes,2019-04-08 14:35:44
1,391.080,158.791,Tajikistan,,290.250,no,2019-02-12 10:39:10
1,237.200,585.439,Venezuela,,263.500,no,2019-05-08 12:12:04
1,425.160,302.280,Senegal,,278.000,yes,2019-01-14 14:00:09
0,365.300,384.277,Russian Federation,,379.600,yes,2019-02-26 01:18:44
0,371.700,746.233,United States Virgin Islands,,344.750,no,2019-03-15 20:19:20
1,236.540,409.269,Ethiopia,,260.650,no,2019-01-28 17:03:54
1,329.260,667.848,Finland,,230.400,no,2019-07-21 10:54:35
1,297.220,320.068,Northern Mariana Islands,,274.400,yes,2019-05-15 01:03:06
0,357.840,616.010,Bulgaria,,430.300,no,2019-03-31 20:55:22
0,361.540,545.201,Congo,,454.850,yes,2019-02-16 18:21:36
0,434.200,694.287,Czech Republic,,364.600,no,2019-03-15 17:33:15
0,387.600,660.251,Albania,,398.600,no,2019-05-20 12:17:59
0,372.740,686.150,Costa Rica,,403.600,yes,2019-04-19 05:15:28
0,385.200,793.323,Palau,,303.500,no,2019-06-06 22:41:24
1,210.080,431.552,Poland,,316.850,no,2019-03-23 12:53:23
1,273.880,566.941,Algeria,,352.900,yes,2019-02-26 09:18:48
0,385.620,679.908,Ecuador,,384.150,yes,2019-03-04 14:33:38
1,283.160,561.299,United Arab Emirates,,227.650,yes,2019-04-22 22:01:21
0,423.280,675.269,Georgia,,382.950,yes,2019-06-18 05:17:33
0,439.960,464.228,Austria,,393.800,no,2019-01-08 08:08:47
0,386.580,722.040,Costa Rica,,359.500,no,2019-04-24 07:20:16
1,316.440,518.688,Egypt,,178.050,yes,2019-03-28 08:46:26
0,409.580,648.280,Monaco,,393.700,no,2019-05-27 15:25:52
0,451.980,403.455,Wallis and Futuna,,370.300,yes,2019-07-23 06:18:51
1,251.880,352.540,Bulgaria,,307.850,no,2019-03-14 14:13:05
0,453.280,670.333,Poland,,342.350,yes,2019-06-25 00:33:23
1,282.720,663.490,French Southern Territories,,225.250,yes,2019-05-05 11:09:29
0,469.440,623.308,Gambia,,396.800,no,2019-01-02 04:50:44
1,281.340,364.972,Comoros,,194.800,no,2019-07-21 16:02:40
0,477.260,529.682,Albania,,364.200,yes,2019-07-08 21:18:32
1,227.500,594.198,Niger,,274.800,no,2019-02-28 09:31:31
1,240.920,547.874,Ethiopia,,316.300,no,2019-03-02 04:02:45
0,462.960,736.090,Faroe Islands,,345.550,no,2019-04-21 12:34:28
0,500.640,610.676,Switzerland,,360.950,no,2019-04-22 19:45:19
0,362.220,564.570,Brazil,,382.450,yes,2019-03-25 05:05:27
1,240.120,608.034,French Guiana,,266.900,no,2019-03-30 01:05:34
1,216.320,499.956,Belarus,,354.600,no,2019-05-05 07:58:22
0,439.820,680.169,British Virgin Islands,,402.750,yes,2019-03-28 23:01:24
1,221.360,471.605,France,,369.450,yes,2019-04-20 00:41:53
1,322.580,504.570,Bahrain,,188.250,no,2019-03-09 06:22:03
1,295.280,524.009,Estonia,,182.200,no,2019-05-31 06:21:02
1,323.540,514.632,Ecuador,,200.050,yes,2019-03-01 22:06:37
1,301.660,594.484,Venezuela,,205.800,no,2019-03-28 09:15:58
1,213.720,433.137,Kenya,,301.150,yes,2019-03-08 18:00:43
0,409.720,575.196,Niger,,402.350,yes,2019-02-11 13:26:22
0,442.420,726.834,Trinidad and Tobago,,345.000,no,2019-02-11 04:37:34
1,323.160,480.989,Poland,,200.200,yes,2019-05-08 10:25:08
0,444.520,520.792,Cyprus,,445.000,no,2019-01-26 15:56:55
1,324.860,205.930,Malawi,,252.400,yes,2019-05-16 18:51:59
0,489.100,507.237,Malaysia,,420.200,yes,2019-07-20 09:27:24
0,427.500,680.302,Brunei Darussalam,,382.800,yes,2019-03-08 10:39:16
1,291.960,581.830,Guatemala,,192.300,no,2019-04-06 11:24:21
0,399.580,760.035,Malawi,,359.200,no,2019-05-08 22:47:18
0,472.300,554.111,Isle of Man,,369.700,no,2019-01-24 01:53:14
1,286.260,592.435,Western Sahara,,197.800,no,2019-05-13 11:57:12
1,260.820,537.006,American Samoa,,237.550,no,2019-05-21 01:36:16
1,334.840,705.928,Australia,,219.200,yes,2019-06-28 09:19:06
0,402.480,662.653,Tuvalu,,386.450,no,2019-02-15 03:43:55
0,423.660,634.976,Guam,,393.850,yes,2019-01-01 08:27:06
0,473.740,639.667,Malaysia,,397.000,yes,2019-04-01 09:21:14
1,264.160,479.978,American Samoa,,413.950,yes,2019-02-01 00:52:29
0,410.760,467.221,Panama,,410.350,no,2019-06-20 06:30:06
0,449.960,708.897,Croatia,,350.650,yes,2019-05-16 23:21:06
1,286.080,506.665,Saint Vincent and the Grenadines,,215.800,no,2019-03-05 20:53:19
1,218.680,410.596,Zambia,,263.500,no,2019-01-31 08:50:38
1,280.920,412.292,Antarctica (the territory South of 60 deg S),,191.850,yes,2019-05-13 06:09:28
1,301.600,563.697,Philippines,,194.550,no,2019-07-13 07:41:42
0,387.940,503.379,Sri Lanka,,410.350,yes,2019-06-14 07:02:09
1,252.880,658.997,Hungary,,310.900,yes,2019-05-20 00:00:48
0,460.280,705.472,Christmas Island,,362.200,yes,2019-04-15 14:45:48
1,335.720,312.810,Antigua and Barbuda,,187.250,yes,2019-04-10 03:30:16
0,428.660,738.829,Norfolk Island,,241.100,yes,2019-03-22 19:14:47
1,246.500,516.622,Albania,,218.150,no,2019-03-15 14:06:17
1,338.800,310.724,Japan,,356.650,yes,2019-03-15 06:54:21
0,409.040,603.726,Philippines,,425.150,yes,2019-06-19 09:24:35
1,353.040,738.633,Seychelles,,263.100,yes,2019-02-01 20:30:35
1,321.460,591.440,Egypt,,217.050,yes,2019-02-05 15:26:37
1,303.260,661.876,Albania,,282.300,yes,2019-04-07 18:52:57
0,387.540,684.419,Nauru,,401.150,no,2019-04-04 01:39:02
1,356.700,298.758,Brazil,,225.050,yes,2019-06-03 21:43:21
1,320.060,177.100,Belize,,249.450,no,2019-04-16 12:09:25
1,245.180,415.213,Sweden,,356.150,yes,2019-01-05 11:53:17
0,469.280,660.506,Qatar,,394.150,no,2019-05-08 12:08:26
0,428.980,551.956,Greenland,,400.750,yes,2019-07-18 02:51:19
0,411.280,386.092,Bolivia,,344.100,no,2019-07-11 15:45:23
1,301.220,752.549,Israel,,325.950,yes,2019-02-17 11:42:00
1,285.620,497.428,Antigua and Barbuda,,185.250,no,2019-02-03 05:47:09
0,396.640,755.248,Burkina Faso,,381.200,no,2019-05-31 23:42:26
0,471.940,583.426,Monaco,,398.050,yes,2019-04-04 21:23:13
0,419.860,616.287,Korea,,436.450,no,2019-03-23 09:43:43
0,471.980,519.754,Dominican Republic,,373.150,no,2019-07-05 20:16:13
1,214.380,512.573,Armenia,,336.950,yes,2019-01-24 13:41:38
0,457.400,635.802,Mexico,,330.850,yes,2019-05-02 00:01:56
1,323.580,524.620,Bahamas,,196.800,no,2019-01-14 20:58:10
0,368.060,630.606,Bosnia and Herzegovina,,436.300,yes,2019-05-12 04:35:59
1,227.600,390.319,Cote d'Ivoire,,330.600,yes,2019-02-15 07:27:41
1,256.960,336.018,Cuba,,220.650,no,2019-03-03 20:20:32
1,242.480,431.114,Saint Vincent and the Grenadines,,220.550,no,2019-04-20 16:49:15
0,425.760,674.325,Saint Martin,,409.900,yes,2019-06-04 09:25:27
0,461.900,707.839,Malta,,360.150,no,2019-07-05 22:33:48
0,404.680,589.530,Bosnia and Herzegovina,,362.750,yes,2019-02-08 07:33:22
1,232.380,630.713,Saint Barthelemy,,316.500,yes,2019-05-09 07:13:27
1,230.520,561.809,Micronesia,,268.400,no,2019-02-16 09:11:27
1,276.700,243.166,Togo,,323.350,no,2019-02-14 16:33:29
1,249.340,479.683,Vietnam,,217.450,yes,2019-06-14 12:08:10
1,316.440,367.824,Kenya,,185.000,no,2019-03-24 06:36:52
1,444.220,577.771,Papua New Guinea,,193.150,yes,2019-04-07 10:51:05
1,243.620,282.658,Indonesia,,327.950,yes,2019-03-22 06:41:38
1,408.540,518.240,Christmas Island,,436.350,no,2019-03-06 06:51:23
1,354.920,492.829,Ecuador,,164.950,yes,2019-04-30 19:42:04
1,281.900,430.738,France,,222.000,no,2019-06-30 00:43:40
1,320.660,569.841,Cayman Islands,,421.450,no,2019-06-26 02:06:59
1,227.400,454.005,Samoa,,293.000,yes,2019-01-28 07:10:29
0,479.880,608.030,Bermuda,,404.700,yes,2019-01-01 05:31:22
0,470.580,624.306,Taiwan,,394.200,no,2019-04-09 09:26:39
1,301.680,240.301,Afghanistan,,400.150,yes,2019-07-23 14:47:23
1,237.380,475.104,Zimbabwe,,336.750,yes,2019-04-28 21:58:25
1,217.400,360.373,Tuvalu,,319.000,no,2019-03-19 00:27:58
1,284.080,341.912,Bangladesh,,243.650,yes,2019-07-09 16:23:33
0,491.780,548.062,Italy,,370.750,no,2019-01-10 02:31:19
1,223.600,578.876,Sierra Leone,,284.650,yes,2019-06-10 00:35:15
0,384.540,652.278,Burundi,,390.850,no,2019-04-26 20:57:48
1,303.860,578.772,Barbados,,309.100,no,2019-02-06 17:48:28
1,299.600,705.826,Tokelau,,236.150,no,2019-06-22 05:22:58
1,296.380,499.113,Micronesia,,197.500,no,2019-01-28 16:42:36
0,415.740,666.912,Azerbaijan,,417.000,yes,2019-05-22 21:54:23
1,309.480,751.802,Luxembourg,,272.150,no,2019-05-31 09:06:29
1,277.420,307.263,Timor-Leste,,344.700,yes,2019-04-19 07:34:28
1,211.380,429.958,Kuwait,,303.600,yes,2019-02-28 18:52:44
1,362.040,516.916,South Africa,,164.550,yes,2019-07-17 14:26:04
0,449.160,618.063,Kyrgyz Republic,,401.100,yes,2019-07-05 15:14:10
1,267.620,455.809,Dominica,,288.200,no,2019-03-15 03:12:25
0,405.220,576.919,Russian Federation,,424.900,yes,2019-04-27 09:27:58
0,402.300,637.275,Venezuela,,405.150,yes,2019-01-06 13:20:01
0,366.860,477.084,Burundi,,428.050,yes,2019-04-30 08:07:13
1,374.180,638.913,South Georgia and the South Sandwich Islands,,211.600,no,2019-02-14 04:14:13
1,393.660,353.506,Liberia,,198.800,no,2019-02-08 14:02:22
0,481.260,664.319,India,,363.800,no,2019-05-10 04:28:55
1,326.960,655.760,Uganda,,197.350,no,2019-07-06 23:09:07
1,343.800,525.632,Guadeloupe,,271.950,no,2019-02-29 18:06:21
0,406.600,635.288,Uruguay,,404.350,yes,2019-02-27 20:20:25
1,307.960,442.485,Jamaica,,231.550,no,2019-03-24 13:37:53
0,405.540,702.037,Swaziland,,311.300,yes,2019-06-08 12:25:49
1,238.540,484.536,China,,227.200,yes,2019-05-04 05:01:37
1,258.660,283.874,Tuvalu,,290.150,yes,2019-06-29 09:04:31
0,455.060,739.419,Anguilla,,325.350,no,2019-03-11 00:05:48
0,473.920,584.440,Algeria,,395.900,yes,2019-01-10 20:18:21
0,369.760,602.840,Iceland,,385.700,no,2019-01-21 18:51:01
1,338.800,418.514,Taiwan,,377.750,yes,2019-02-19 07:29:30
0,457.620,624.760,Libyan Arab Jamahiriya,,390.950,yes,2019-01-31 06:14:10
1,258.460,582.958,Greece,,259.750,yes,2019-07-19 08:32:10
0,481.280,590.479,Paraguay,,388.750,no,2019-06-22 17:19:09
1,312.600,649.272,Lithuania,,199.700,yes,2019-01-08 22:47:10
0,463.180,658.834,Singapore,,384.200,yes,2019-03-03 22:31:16
0,370.920,404.788,Palestinian Territory,,304.150,no,2019-02-19 20:49:27
0,481.900,549.899,Belize,,421.650,yes,2019-03-16 00:28:10
1,365.300,519.205,Kazakhstan,,456.850,no,2019-04-01 07:37:18
1,272.360,658.567,Ethiopia,,233.050,yes,2019-01-01 20:17:49
1,334.140,426.503,Turkey,,166.050,no,2019-05-10 17:39:06
1,220.500,372.125,Chile,,288.200,no,2019-01-18 15:18:01
1,463.740,183.686,Luxembourg,,313.950,no,2019-05-30 20:08:51
0,461.820,466.538,Gibraltar,,440.600,yes,2019-02-17 07:05:57
1,247.280,378.387,Guyana,,230.650,no,2019-01-09 05:44:56
1,316.700,401.351,United States Virgin Islands,,372.950,no,2019-02-15 16:52:04
0,407.740,698.742,Cayman Islands,,370.900,yes,2019-01-20 02:31:36
1,303.920,507.602,Hong Kong,,200.900,yes,2019-06-25 04:21:33
0,326.100,643.958,Singapore,,372.050,yes,2019-07-23 04:37:05
0,408.800,515.014,Bahrain,,448.550,no,2019-02-17 07:00:38
0,390.720,723.259,Svalbard & Jan Mayen Islands,,362.250,no,2019-01-11 06:02:27
0,470.560,518.648,Serbia,,318.000,no,2019-06-01 09:27:34
0,327.980,756.875,Suriname,,357.750,no,2019-07-20 23:08:28
1,292.880,217.732,Norfolk Island,,284.550,yes,2019-04-01 05:17:28
1,318.920,765.606,United States of America,,276.000,no,2019-05-30 07:36:31
0,445.740,532.236,Burundi,,419.550,yes,2019-01-04 22:27:25
0,421.060,440.782,Reunion,,446.050,yes,2019-07-19 12:05:58
0,471.880,556.771,Canada,,383.950,yes,2019-05-01 23:21:53
0,389.240,683.059,Zimbabwe,,419.900,yes,2019-02-24 00:44:44
1,347.500,325.500,Tokelau,,201.700,yes,2019-03-30 05:29:38
0,483.000,662.173,Poland,,383.200,no,2019-02-09 23:38:30
1,326.000,520.973,Holy See (Vatican City State),,187.550,no,2019-03-21 18:46:41
0,419.280,637.643,Costa Rica,,433.150,no,2019-04-06 21:20:07
1,312.220,253.715,Marshall Islands,,215.800,no,2019-07-06 03:40:17
1,290.960,474.479,Christmas Island,,191.750,no,2019-06-16 20:24:33
0,390.620,741.662,Korea,,381.600,no,2019-06-23 00:16:02
1,295.840,654.999,Serbia,,230.200,yes,2019-05-30 20:07:59
0,469.500,514.094,Ukraine,,393.700,yes,2019-06-18 19:10:14
0,391.360,570.324,Iran,,428.100,yes,2019-04-14 21:37:49
0,459.760,571.799,Bahamas,,399.000,no,2019-04-08 22:40:55
0,463.880,567.918,Benin,,247.900,yes,2019-04-07 16:02:02
1,258.820,239.369,Palestinian Territory,,276.950,yes,2019-01-30 19:20:41
1,251.300,279.646,Yemen,,251.600,yes,2019-04-27 18:25:30
1,338.460,255.833,Maldives,,295.250,no,2019-07-15 05:05:14
0,450.000,678.669,Wallis and Futuna,,404.800,no,2019-01-17 04:12:30
1,309.940,768.938,Latvia,,304.700,yes,2019-02-14 07:30:24
0,443.880,764.353,Ukraine,,329.100,yes,2019-02-09 05:28:18
0,362.500,696.464,Somalia,,327.800,no,2019-01-05 12:59:07
1,263.960,564.356,Senegal,,282.850,yes,2019-01-23 13:14:18
0,446.320,658.265,Holy See (Vatican City State),,407.950,yes,2019-07-04 11:03:49
0,368.200,745.359,Bouvet Island (Bouvetoya),,353.950,yes,2019-03-15 15:49:14
0,473.500,665.042,Peru,,317.150,no,2019-04-15 10:18:55
1,332.580,256.863,Antarctica (the territory South of 60 deg S),,218.350,no,2019-02-28 06:41:44
1,259.760,341.911,United States of America,,253.000,no,2019-05-03 12:57:19
1,346.860,490.905,Cayman Islands,,401.500,yes,2019-04-04 20:01:12
0,450.580,585.260,United Kingdom,,399.700,yes,2019-05-03 21:19:58
0,484.740,570.148,Israel,,365.500,yes,2019-01-25 07:52:53
0,369.960,368.340,Cyprus,,455.750,yes,2019-02-22 07:04:05
1,334.440,689.623,Tokelau,,206.950,yes,2019-06-13 17:27:09
0,440.100,740.246,Indonesia,,371.900,no,2019-03-13 13:50:25
0,401.160,584.766,Cameroon,,403.550,yes,2019-06-24 05:50:22
0,480.180,662.634,Falkland Islands (Malvinas),,326.100,no,2019-05-07 15:16:07
0,433.740,583.372,Estonia,,436.500,yes,2019-01-09 07:28:16
0,462.760,559.011,Saint Vincent and the Grenadines,,386.250,no,2019-04-25 16:58:50
1,239.720,443.041,Kenya,,246.750,yes,2019-04-07 20:38:02
0,411.420,591.061,Greece,,392.550,no,2019-01-17 13:27:13
0,454.740,565.701,Sweden,,398.000,no,2019-05-03 16:55:02
0,452.980,522.529,Vanuatu,,376.200,yes,2019-02-25 16:33:24
1,261.720,234.107,Belgium,,327.850,yes,2019-04-15 15:07:17
0,450.680,609.978,Antarctica (the territory South of 60 deg S),,387.500,no,2019-07-13 14:05:22
1,244.080,499.570,Liberia,,253.900,yes,2019-02-11 17:02:07
0,450.040,694.380,Bolivia,,360.900,yes,2019-06-10 22:21:10
1,249.080,282.100,Greece,,295.600,yes,2019-05-12 21:32:06
1,307.380,280.191,Zimbabwe,,248.350,yes,2019-05-09 08:44:55
0,458.240,671.865,Tanzania,,402.450,no,2019-02-14 03:50:52
1,258.500,418.666,Myanmar,,205.900,no,2019-07-05 00:54:11
0,496.240,388.174,Bahrain,,281.950,no,2019-03-23 21:06:51
1,511.140,357.645,Uruguay,,375.150,yes,2019-05-29 18:12:00
0,346.980,683.330,Myanmar,,369.700,yes,2019-02-10 13:46:35
0,446.320,603.152,Netherlands Antilles,,382.100,no,2019-04-17 18:38:14
1,217.700,443.072,United States Virgin Islands,,266.100,yes,2019-05-26 06:03:57
0,424.600,649.296,Saint Helena,,406.900,yes,2019-02-08 00:23:38
1,268.280,380.671,Tuvalu,,242.650,no,2019-02-08 10:46:14
1,510.140,280.287,Congo,,347.900,yes,2019-04-04 18:36:59
1,357.700,561.946,Antigua and Barbuda,,399.050,no,2019-05-31 11:44:45
0,476.200,627.924,Nepal,,386.550,yes,2019-06-17 20:18:27
1,250.900,567.708,Montenegro,,311.300,no,2019-04-07 15:18:10
0,387.260,755.351,French Polynesia,,299.400,no,2019-03-02 05:11:01
1,268.920,531.887,French Guiana,,244.300,yes,2019-01-09 17:33:03
1,251.700,641.479,Greece,,250.400,no,2019-04-10 02:02:36
0,399.520,718.818,Mauritius,,330.200,yes,2019-03-05 23:02:11
0,398.800,582.352,Timor-Leste,,435.700,no,2019-05-18 01:00:52
0,397.440,670.587,Sri Lanka,,427.000,yes,2019-06-08 18:54:01
0,440.960,645.641,Kazakhstan,,418.550,no,2019-04-17 19:10:56
1,272.800,310.929,Serbia,,233.850,no,2019-03-23 06:00:15
1,290.160,339.516,Fiji,,279.600,yes,2019-05-31 21:41:46
1,313.940,688.639,Indonesia,,219.850,no,2019-01-30 09:54:03
0,463.080,516.361,Ireland,,407.300,yes,2019-02-29 11:00:06
0,448.460,677.446,Croatia,,402.950,yes,2019-07-21 23:14:35
1,263.520,245.933,Australia,,330.000,no,2019-03-07 01:40:15
0,487.220,694.764,Pitcairn Islands,,330.900,yes,2019-03-25 08:40:15
0,420.460,616.101,Taiwan,,423.550,yes,2019-05-29 07:29:27
0,457.880,658.350,Bolivia,,381.050,no,2019-06-19 23:21:38
1,254.740,483.476,United States of America,,215.050,yes,2019-06-11 09:37:52
0,443.180,469.742,Luxembourg,,403.200,yes,2019-05-24 10:04:39
0,460.360,627.724,United Arab Emirates,,399.550,no,2019-06-17 03:02:55
0,478.640,640.459,Liberia,,392.850,no,2019-03-27 02:35:29
0,428.840,775.679,Antigua and Barbuda,,332.000,yes,2019-06-05 00:29:13
0,488.460,671.325,Vanuatu,,367.450,yes,2019-02-14 11:36:08
1,301.540,281.867,China,,355.150,yes,2019-03-12 07:18:36
0,389.900,701.851,Finland,,415.800,yes,2019-01-04 04:00:35
0,375.280,663.451,Singapore,,402.650,yes,2019-03-21 08:13:24
0,408.940,687.834,Grenada,,282.800,no,2019-02-03 22:11:13
1,247.020,583.484,Turks and Caicos Islands,,383.850,yes,2019-05-04 00:01:33
0,434.740,594.225,American Samoa,,330.150,yes,2019-05-31 23:32:00
0,465.360,599.672,Northern Mariana Islands,,382.200,no,2019-04-06 17:26:37
1,256.000,454.652,Congo,,247.100,no,2019-07-07 18:07:19
0,476.120,551.310,Albania,,401.900,yes,2019-03-10 07:07:31
1,391.780,428.383,Uganda,,182.800,yes,2019-01-01 15:14:24
1,274.400,539.224,Ethiopia,,232.150,no,2019-04-25 03:18:45
0,453.580,585.761,Comoros,,398.350,yes,2019-07-20 01:56:33
1,254.400,239.426,Western Sahara,,337.550,yes,2019-04-29 14:10:00
1,249.700,631.022,Australia,,257.800,yes,2019-01-07 13:58:51
1,322.480,511.712,Ghana,,199.300,yes,2019-02-23 13:55:48
0,446.560,515.127,Micronesia,,399.100,no,2019-07-17 22:04:54
0,430.360,705.051,Mali,,402.350,no,2019-02-21 05:23:28
1,241.700,578.467,Netherlands Antilles,,355.150,yes,2019-02-17 23:47:00
1,393.220,421.363,Lao People's Democratic Republic,,182.450,no,2019-03-09 00:41:46
0,448.020,464.032,Nepal,,445.900,no,2019-04-26 21:45:50
1,221.140,429.935,Argentina,,303.500,no,2019-06-19 03:19:44
1,380.100,401.592,Syrian Arab Republic,,163.000,yes,2019-02-12 03:39:09
1,216.340,429.079,Libyan Arab Jamahiriya,,267.200,no,2019-04-04 22:00:15
1,390.140,455.224,Peru,,178.800,yes,2019-07-18 04:53:22
1,319.380,546.452,Zimbabwe,,184.550,yes,2019-02-24 07:13:00
1,370.940,482.060,Mayotte,,163.000,yes,2019-05-02 18:37:01
0,420.920,536.731,Samoa,,427.800,yes,2019-06-05 13:16:24
0,330.860,509.502,Ghana,,370.350,no,2019-03-22 04:13:35
0,432.060,501.477,Senegal,,356.350,no,2019-01-11 12:46:31
1,267.980,534.417,Turkey,,393.500,yes,2019-02-10 19:20:51
0,322.840,642.355,Ecuador,,426.750,no,2019-02-17 11:15:31
1,302.940,414.173,United States Minor Outlying Islands,,180.400,no,2019-07-03 04:11:40
0,375.060,715.111,Afghanistan,,410.150,yes,2019-05-02 07:00:58
1,324.920,391.934,Colombia,,206.750,no,2019-03-03 03:51:27
1,248.680,261.309,Hong Kong,,278.700,no,2019-02-11 16:45:41
0,455.260,662.010,Isle of Man,,321.000,no,2019-02-11 23:45:01
0,504.140,578.450,Liberia,,391.450,yes,2019-01-05 20:58:42
0,512.180,618.339,Tunisia,,344.750,yes,2019-03-27 00:53:11
1,247.420,319.987,Bosnia and Herzegovina,,377.750,no,2019-03-12 06:05:12
1,262.580,562.427,Slovenia,,294.750,no,2019-06-20 08:34:46
0,397.000,739.109,Canada,,312.100,no,2019-03-10 23:36:03
0,460.720,639.652,Eritrea,,375.000,no,2019-02-16 02:29:03
0,408.040,649.025,Moldova,,422.700,no,2019-03-02 10:07:43
0,500.400,666.296,French Southern Territories,,309.350,no,2019-07-10 19:15:52
1,301.980,665.411,Christmas Island,,211.950,yes,2019-04-28 05:50:25
1,308.000,523.401,United States Minor Outlying Islands,,176.050,no,2019-03-25 06:36:53
0,446.400,587.767,Egypt,,414.000,no,2019-05-07 08:39:47
0,492.580,609.387,Anguilla,,370.300,no,2019-06-17 09:38:22
1,336.580,551.216,Cambodia,,213.000,yes,2019-07-11 18:12:43
1,254.220,687.871,South Africa,,311.650,yes,2019-06-21 13:15:21
0,414.960,455.939,Aruba,,432.050,no,2019-03-01 22:13:37
0,381.680,741.597,Venezuela,,364.700,yes,2019-04-29 13:38:19
0,381.420,794.848,Madagascar,,322.550,no,2019-04-29 07:49:01
0,436.440,741.801,Niue,,369.650,yes,2019-02-20 00:06:20
1,450.480,354.668,Uzbekistan,,188.750,yes,2019-02-26 19:48:23
0,445.260,745.438,Turks and Caicos Islands,,345.050,yes,2019-07-07 13:37:34
0,402.080,586.336,Brunei Darussalam,,380.300,yes,2019-04-27 04:28:17
0,523.040,473.574,Cayman Islands,,351.950,no,2019-07-12 10:56:21
0,355.100,674.796,Croatia,,403.000,yes,2019-04-07 03:56:16
1,232.140,422.516,Maldives,,323.950,yes,2019-02-17 20:22:49
0,425.840,642.387,Senegal,,426.150,no,2019-02-27 12:34:19
1,211.420,476.823,Moldova,,287.550,yes,2019-03-31 08:53:43
0,416.020,661.987,Ukraine,,388.250,yes,2019-02-26 19:35:54
0,452.900,697.105,Chile,,360.350,yes,2019-04-16 16:38:35
0,519.520,614.282,Guinea-Bissau,,342.050,yes,2019-04-30 15:27:22
1,270.960,222.057,Rwanda,,359.150,no,2019-02-18 22:42:33
0,406.460,623.122,Greenland,,395.750,yes,2019-01-20 19:09:37
0,491.520,335.026,Tajikistan,,375.950,no,2019-06-16 18:04:51
1,289.240,733.477,Liechtenstein,,296.050,no,2019-02-02 08:55:26
1,219.540,548.760,Papua New Guinea,,301.250,yes,2019-06-29 13:35:05
0,332.620,721.889,Japan,,357.000,yes,2019-05-24 17:07:08
0,415.920,616.259,Costa Rica,,402.300,no,2019-02-04 02:13:52
1,265.260,702.329,Macao,,291.750,yes,2019-06-12 21:21:53
0,448.880,648.023,Cameroon,,386.100,no,2019-01-05 07:52:48
0,350.340,672.403,Sudan,,374.400,no,2019-04-17 06:58:18
1,239.860,542.861,Italy,,240.050,yes,2019-04-25 11:01:54
0,449.840,638.797,Cook Islands,,328.250,no,2019-06-03 06:34:44
1,236.900,500.862,Uganda,,295.250,no,2019-04-23 03:46:34
1,517.240,510.675,Faroe Islands,,258.400,yes,2019-06-28 12:51:02
0,433.140,764.082,Finland,,338.450,yes,2019-07-18 18:33:05
0,416.480,644.340,Honduras,,334.450,no,2019-01-04 07:28:43
0,350.860,487.611,Tokelau,,427.700,no,2019-03-31 13:54:51
1,428.760,606.411,Philippines,,190.500,no,2019-05-30 18:08:19
0,401.100,736.003,Central African Republic,,387.550,yes,2019-07-01 04:41:57
1,293.600,550.021,Latvia,,339.550,no,2019-01-12 03:28:31
